well_id,hidden_rows,hidden_tvt_span,rmse_cf,rmse_md_all,rmse_md_last512,rmse_z_lateral,oracle_const,rows,ps_idx,lateral_start_idx,lateral_threshold_abs_dz_dmd,prefix_len,lateral_prefix_len,post_len,prefix_tvt_span,post_tvt_span,prefix_md_per_tvt_ft,post_md_per_tvt_ft,stretch_post_vs_prefix,post_gr_missing_rate,prefix_corr,prefix_bias_mean,prefix_rmse,self_prefix_ncc,self_minus_control_max,top1_top2_gap,assigned_typewell_rank,assigned_typewell_corr,z_rmse_full_prefix,z_rmse_lateral_prefix,z_full_minus_lateral_rmse,best_det_baseline_rmse,best_det_baseline_name
000d7d20,3836,15.200000000000728,7.454442102844319,781.0025232451197,10.168181812477542,23.08167416811651,5.090630741193239,5278,1442,743,0.08,1442,699,3836,520.1000000000004,15.200000000000728,2.772543741588154,252.3684210526195,91.02414409810505,0.47340980187695514,0.771746535938688,1.4625807975352978,14.46055761582201,0.44878245218402435,-0.2617966415784678,0.0,1,0.7751006484031677,796.4494306487529,19.314861032389476,777.1345696163635,7.454442102844319,rmse_cf
00bbac68,6014,50.18999999999869,15.263052288602681,2010.7777174536036,130.73850997696206,17.011234492588212,15.053272651832188,7559,1545,1167,0.08,1545,378,6014,818.4200000000001,50.18999999999869,1.8877837785000364,119.82466626818405,63.473723862270035,0.13834386431659462,0.82742445906619,-1.2209914801098964,12.880649381533404,0.354424952881617,-0.06334873569399396,0.011652827262878418,27,0.8110259175300598,1908.1020686973977,7.630623545468801,1900.471445151929,15.263052288602681,rmse_cf
00e12e8b,4301,29.590000000000146,7.92458894231589,1302.307468678338,65.88589652418678,106.00662847329558,7.88802828853748,6384,2083,1377,0.08,2083,706,4301,998.6400000000012,29.590000000000146,2.085836737963628,145.3531598513004,69.68577991065905,0.09718670076726342,0.933478572648237,3.413791538797853,17.599985935271235,0.6662162686711679,-0.0100913691592317,0.008740663528442383,8,0.9287785291671753,1437.3745732959826,39.465946990285914,1397.9086263056968,7.92458894231589,rmse_cf
015fe0d2,4296,38.61000000000058,23.154889673287215,658.7671042959851,9.184299782466523,34.6203911523199,12.087313587971714,5950,1654,863,0.08,1654,791,4296,493.9300000000003,38.61000000000058,3.348652643087075,111.2665112665096,33.227247829423895,0.3202979515828678,0.8614070850249455,-10.362939180413832,15.369533054005593,0.49038768743619876,-0.0870411793097603,0.002675771713256836,27,0.8574793934822083,617.1333872248217,60.55853995109987,556.5748472737218,9.184299782466523,rmse_md_last512
01869cd4,5557,39.0,10.618593023436276,826.4420376582393,180.38276388683482,71.11753989454742,9.632945661129613,6850,1293,681,0.08,1293,612,5557,387.6700000000001,39.0,3.335310960352877,142.48717948717947,42.720808098835946,0.5112470757603024,0.7851193040652015,1.4369095073646718,15.587843219863545,0.6028678187213593,-0.14142155547020752,0.0,5,0.7773083448410034,987.3272349932168,135.04935718765248,852.2778778055643,10.618593023436276,rmse_cf
01982c1d,3941,18.01000000000022,6.33452473981023,1176.742688876104,15.703639405368577,5.671885733356003,5.607075555273917,5587,1646,947,0.08,1646,699,3941,767.9500000000007,18.01000000000022,2.143368708900317,218.8228761798974,102.09296947895042,0.15808170515097691,0.9234832910057355,-5.644324547679116,15.080564384280478,0.41505330041931343,-0.07997106936391751,0.00047010183334350586,20,0.9296069741249084,1138.25210057245,35.70808593575051,1102.5440146366996,5.671885733356003,rmse_z_lateral
028d7b28,6234,26.23999999999978,7.393605105422137,1211.690317430119,101.1119780675186,67.81539593297842,7.169432792830026,7761,1527,872,0.08,1527,655,6234,553.2800000000007,26.23999999999978,2.759904569115092,237.5762195121971,86.08131678566376,0.23307667629130574,0.9161965099691226,-5.150358318680167,14.396061555131466,0.36184595927991803,-0.129417137401573,0.0022315382957458496,19,0.9182626605033875,1168.7851800192107,44.19645382982275,1124.588726189388,7.393605105422137,rmse_cf
02e7fe5a,5108,24.18000000000029,8.414429717261077,1485.2457314419023,39.405730330956,10.221791182180155,5.213626750295793,6888,1780,1080,0.08,1780,700,5108,822.8500000000004,24.18000000000029,2.1632132223369984,211.2489660876732,97.6551751377764,0.6366483946750195,0.7891048828625643,4.39288384858676,12.631917848104818,0.2970663611684632,-0.07430790046533459,0.0,10,0.8036077618598938,1490.3670149176594,6.533510577046064,1483.8335043406132,8.414429717261077,rmse_cf
0390d174,4411,31.399999999999636,8.517417217402954,681.2306380926618,88.63900038394927,33.387933119580765,8.350875896519904,6101,1690,906,0.08,1690,784,4411,506.10999999999876,31.399999999999636,3.3391950366521193,140.47770700637105,42.0693327177481,0.4978462933575153,0.9731465844955944,-0.32931010534280036,5.9372462906734365,0.5637675232378501,-0.013345874909120203,0.0,3,0.9731026291847229,667.6276449989729,7.572152224093069,660.0554927748798,8.517417217402954,rmse_cf
03a935ae,2786,53.56999999999971,35.05448621305352,703.0467762913654,37.33035945859583,43.29152958921537,16.29628527313592,4430,1644,925,0.08,1644,719,2786,645.7999999999993,53.56999999999971,2.5456797770207524,52.00672017920506,20.429403827086734,0.04055994256999282,0.7657365475130963,-0.16917165847584967,13.532905295936896,0.37667720907913527,-0.24768106094964515,0.0,2,0.7676735520362854,722.2358426294412,63.06157214759634,659.1742704818448,35.05448621305352,rmse_cf
